Substation Name,Min Voltage (kV),Max Voltage (kV),Substation Owner,Substation Status,Type,Latitude (Degrees),Longitude (Degrees),County,Owner Source,State,Substation ID
Bellows Falls,115.0,115.0,Great River Hydro,In Service,Substation,43.133249,-72.441252,Windham,Estimated,VT,or:electric_substation:13915
North Bellport,,,NOT AVAILABLE,In Service,Substation,40.760818,-72.87232,Suffolk,Not Available,NY,or:electric_substation:13918
Iliff,500.0,500.0,Jersey Central Power & Lt Co,In Service,Substation,41.021265,-74.726638,Sussex,Estimated,NJ,or:electric_substation:1392
Sheffield Wind,115.0,115.0,"Vermont Electric Power Co, Inc",In Service,Substation,44.663703,-72.12295,Caledonia,Estimated,VT,or:electric_substation:13948
Moriches,,,NOT AVAILABLE,In Service,Substation,40.799435,-72.857678,Suffolk,Not Available,NY,or:electric_substation:13967
Quarry,69.0,230.0,PPL Electric Utilities Corp,In Service,Substation,40.622636,-75.349238,Northampton,Estimated,PA,or:electric_substation:13970
Wilder Hydro,46.0,115.0,Great River Hydro,In Service,Substation,43.668499,-72.303785,Grafton,Estimated,NH,or:electric_substation:13983
Pinelawn,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.735566,-73.370217,Suffolk,Not Available,NY,or:electric_substation:13988
Princeton Sub,138.0,138.0,Amtrak,In Service,Substation,40.317427,-74.621526,Mercer,Estimated,NJ,or:electric_substation:1399
PILGRM ST GT,69.0,69.0,Long Island Power Authority,In Service,Substation,40.787361,-73.294849,Suffolk,Estimated,NY,or:electric_substation:14015
Telford,69.0,69.0,PPL Electric Utilities Corp,In Service,Substation,40.326189,-75.350999,Montgomery,Estimated,PA,or:electric_substation:14045
Brightwaters,69.0,69.0,Long Island Power Authority,In Service,Substation,40.720386,-73.276968,Suffolk,Estimated,NY,or:electric_substation:14049
Bridgewa,230.0,230.0,Public Service Elec & Gas Co,In Service,Substation,40.560224,-74.564493,Somerset,Estimated,NJ,or:electric_substation:1405
Buxmont,230.0,230.0,PPL Electric Utilities Corp,In Service,Substation,40.348408,-75.341207,Bucks,Estimated,PA,or:electric_substation:14107
Sriver,230.0,230.0,South River Electric Utility,In Service,Substation,40.443802,-74.378109,Middlesex,Openinfra,NJ,or:electric_substation:1412
Station 67,115.0,115.0,Rochester Gas & Electric Corp,In Service,Substation,43.11761,-77.685949,Monroe,Estimated,NY,or:electric_substation:1413
Great River,69.0,69.0,NOT AVAILABLE,In Service,Substation,40.741656,-73.167094,Suffolk,Not Available,NY,or:electric_substation:14133
Essex Junction 19,34.0,34.0,Green Mountain Power Corp,Not Available,Substation,44.48184,-73.116247,Chittenden,Openinfra,VT,or:electric_substation:14182
Watson,69.0,69.0,NOT AVAILABLE,In Service,Substation,40.734632,-73.214024,Suffolk,Not Available,NY,or:electric_substation:14186
Ace,,,Jersey Central Power & Lt Co,In Service,Substation,41.00375,-74.343022,Morris,Estimated,NJ,or:electric_substation:1419
Tech Park,69.0,69.0,NOT AVAILABLE,In Service,Substation,40.760953,-73.200579,Suffolk,Not Available,NY,or:electric_substation:14211
Summerdale,,,PPL Electric Utilities Corp,In Service,Substation,40.29457,-76.943773,Cumberland,Openinfra,PA,or:electric_substation:14225
Pines,69.0,69.0,NOT AVAILABLE,In Service,Substation,40.798936,-73.246846,Suffolk,Not Available,NY,or:electric_substation:14238
Unknown132380,,,Jersey Central Power & Lt Co,In Service,Substation,41.002092,-74.337557,Morris,Estimated,NJ,or:electric_substation:1426
Central Islip,69.0,138.0,NOT AVAILABLE,In Service,Substation,40.806236,-73.186006,Suffolk,Not Available,NY,or:electric_substation:14266
Tap173577,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.088948,-76.520257,Lancaster,Not Available,PA,or:electric_substation:14273
Ronkonkoma,138.0,138.0,NOT AVAILABLE,In Service,Substation,40.816598,-73.10856,Suffolk,Not Available,NY,or:electric_substation:14294
Riverdale,,,Jersey Central Power & Lt Co,In Service,Substation,40.990702,-74.301674,Morris,Estimated,NJ,or:electric_substation:1432
Hauppauge,69.0,69.0,Long Island Power Authority,In Service,Substation,40.815083,-73.269682,Suffolk,Estimated,NY,or:electric_substation:14321
Great River,,,NOT AVAILABLE,In Service,Substation,40.740612,-73.168742,Suffolk,Not Available,NY,or:electric_substation:14355
Brightwaters,,,NOT AVAILABLE,In Service,Substation,40.722768,-73.258432,Suffolk,Not Available,NY,or:electric_substation:14383
Pompton Plains,,,Jersey Central Power & Lt Co,In Service,Substation,40.969794,-74.294321,Morris,Estimated,NJ,or:electric_substation:1439
Montoursville,69.0,69.0,PPL Electric Utilities Corp,In Service,Substation,41.258581,-76.921917,Lycoming,Estimated,PA,or:electric_substation:14391
Riser161217,115.0,115.0,NOT AVAILABLE,In Service,Substation,43.112838,-77.67746,Monroe,Not Available,NY,or:electric_substation:1440
Brentwood,,,NOT AVAILABLE,In Service,Substation,40.757626,-73.262703,Suffolk,Not Available,NY,or:electric_substation:14410
Brentwood,,,NOT AVAILABLE,In Service,Substation,40.793483,-73.274872,Suffolk,Not Available,NY,or:electric_substation:14438
Dixonvil,115.0,115.0,Pennsylvania Electric Co,In Service,Substation,40.731819,-78.98542,Indiana,Openinfra,PA,or:electric_substation:14461
Tech Park,,,NOT AVAILABLE,In Service,Substation,40.759151,-73.208948,Suffolk,Not Available,NY,or:electric_substation:14465
Tap173584,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.123858,-79.034384,Niagara,Not Available,NY,or:electric_substation:14472
Klinekill,,,NOT AVAILABLE,In Service,Substation,42.441959,-73.557679,Columbia,Not Available,NY,or:electric_substation:14473
BOHEMIA,,,NOT AVAILABLE,In Service,Substation,40.784816,-73.114945,Suffolk,Not Available,NY,or:electric_substation:14500
Pequannock,,,Jersey Central Power & Lt Co,In Service,Substation,40.943686,-74.285822,Morris,Estimated,NJ,or:electric_substation:1453
East Pike,115.0,115.0,Pennsylvania Electric Co,In Service,Substation,40.612784,-79.133405,Indiana,Estimated,PA,or:electric_substation:14530
Sullivan Road,,,NOT AVAILABLE,In Service,Substation,42.085587,-77.239544,Steuben,Not Available,NY,or:electric_substation:14543
Blooming Grove,230.0,230.0,PPL Electric Utilities Corp,In Service,Substation,41.377431,-75.149342,Pike,Estimated,PA,or:electric_substation:14545
West Lebanon,,,NOT AVAILABLE,In Service,Tap,42.495461,-73.500693,Rensselaer,Not Available,NY,or:electric_substation:14550
Werner,,,NOT AVAILABLE,In Service,Substation,40.506646,-74.27745,Middlesex,Not Available,NJ,or:electric_substation:1460
Lucerne,115.0,115.0,Pennsylvania Electric Co,In Service,Substation,40.55694,-79.159781,Indiana,Openinfra,PA,or:electric_substation:14600
Tarentum,,,West Penn Power Co,In Service,Substation,40.604514,-79.745429,Allegheny,Openinfra,PA,or:electric_substation:14612
Oswald,,,NOT AVAILABLE,In Service,Substation,42.413047,-73.443337,Columbia,Not Available,NY,or:electric_substation:14626
Martins Creek,230.0,230.0,NOT AVAILABLE,In Service,Substation,40.800382,-75.108576,Northampton,Not Available,PA,or:electric_substation:14628
Edgewood,115.0,115.0,Pennsylvania Electric Co,In Service,Substation,40.575614,-79.220729,Indiana,Openinfra,PA,or:electric_substation:14669
Station 104,115.0,115.0,Rochester Gas & Electric Corp,In Service,Substation,43.100645,-77.76056,Monroe,Estimated,NY,or:electric_substation:1468
Brackenr,138.0,138.0,West Penn Power Co,In Service,Substation,40.606269,-79.7295,Allegheny,Openinfra,PA,or:electric_substation:14682
Nassau Station 113,35.0,35.0,NOT AVAILABLE,In Service,Substation,42.51511,-73.611835,Rensselaer,Not Available,NY,or:electric_substation:14695
Portland Station,230.0,230.0,NOT AVAILABLE,In Service,Substation,40.909216,-75.081366,Northampton,Not Available,PA,or:electric_substation:14703
Blairsve,115.0,138.0,Pennsylvania Electric Co,In Service,Substation,40.438669,-79.249765,Indiana,Openinfra,PA,or:electric_substation:14740
Alleghany Ludhurn No. 5,,,West Penn Power Co,In Service,Substation,40.619338,-79.718759,Allegheny,Estimated,PA,or:electric_substation:14751
Coxsackie___Gt,69.0,69.0,NOT AVAILABLE,In Service,Substation,42.350471,-73.815822,Greene,Not Available,NY,or:electric_substation:14765
Socialha,138.0,138.0,NOT AVAILABLE,In Service,Substation,40.441848,-79.321939,Westmoreland,Not Available,PA,or:electric_substation:14800
Hopewell Switching Station,230.0,230.0,NOT AVAILABLE,In Service,Substation,40.282989,-74.810395,Mercer,Not Available,NJ,or:electric_substation:1481
Knickerbocker,,,NOT AVAILABLE,In Service,Substation,42.472641,-73.807159,Albany,Not Available,NY,or:electric_substation:14834
Vasco,138.0,138.0,NOT AVAILABLE,In Service,Substation,40.333316,-79.37166,Westmoreland,Not Available,PA,or:electric_substation:14837
Ethelspr,138.0,138.0,NOT AVAILABLE,In Service,Substation,40.332556,-79.313678,Westmoreland,Not Available,PA,or:electric_substation:14867
Monmouth Sub,138.0,138.0,Amtrak,In Service,Substation,40.376788,-74.547973,Middlesex,Openinfra,NJ,or:electric_substation:1488
Marshall,230.0,230.0,NOT AVAILABLE,In Service,Substation,41.536975,-77.077064,Lycoming,Not Available,PA,or:electric_substation:14904
West Barlett,69.0,69.0,NOT AVAILABLE,Under Construction,Substation,40.854875,-72.957429,Suffolk,Not Available,NY,or:electric_substation:1493
Newfoundland,69.0,69.0,NOT AVAILABLE,In Service,Tap,41.294409,-75.334892,Wayne,Not Available,PA,or:electric_substation:14937
Hinchman,230.0,230.0,Public Service Elec & Gas Co,In Service,Substation,40.955557,-74.222731,Passaic,Estimated,NJ,or:electric_substation:1495
Station 93,115.0,115.0,Rochester Gas & Electric Corp,In Service,Substation,43.259907,-77.658684,Monroe,Estimated,NY,or:electric_substation:1496
Towerhil,120.0,120.0,Pennsylvania Electric Co,In Service,Substation,41.945371,-76.984605,Tioga,Openinfra,PA,or:electric_substation:14971
Yatesville,69.0,69.0,PPL Electric Utilities Corp,In Service,Substation,41.297341,-75.785415,Luzerne,Estimated,PA,or:electric_substation:15
Sodeman,115.0,115.0,National Grid,Under Construction,Substation,43.06766,-73.895794,Saratoga,Openinfra,NY,or:electric_substation:1500
Unknown171851,69.0,69.0,PPL Electric Utilities Corp,In Service,Substation,41.273529,-75.378759,Wayne,Estimated,PA,or:electric_substation:15005
Flanders,115.0,115.0,Jersey Central Power & Lt Co,In Service,Substation,40.866464,-74.706559,Morris,Estimated,NJ,or:electric_substation:1502
Ward,115.0,115.0,Pennsylvania Electric Co,In Service,Substation,41.963674,-77.101161,Tioga,Openinfra,PA,or:electric_substation:15039
Tap171852,69.0,69.0,NOT AVAILABLE,In Service,Tap,41.273074,-75.379441,Wayne,Not Available,PA,or:electric_substation:15072
Gilbert,230.0,230.0,Jersey Central Power & Lt Co,In Service,Substation,40.568729,-75.162131,Hunterdon,Estimated,NJ,or:electric_substation:15073
Greyston,230.0,230.0,Jersey Central Power & Lt Co,In Service,Substation,40.852654,-74.510279,Morris,Estimated,NJ,or:electric_substation:1509
East 13th Street,345.0,345.0,Consolidated Edison Company of New York,In Service,Substation,40.727544,-73.974622,New York,Estimated,NY,or:electric_substation:15107
Lasher,115.0,115.0,National Grid,Under Construction,Substation,42.977161,-73.930521,Saratoga,Estimated,NY,or:electric_substation:1514
Newfoundland,69.0,69.0,PPL Electric Utilities Corp,In Service,Substation,41.31985,-75.321109,Wayne,Estimated,PA,or:electric_substation:15141
White Lake Station,46.0,46.0,National Grid,In Service,Substation,43.543178,-75.14227,Oneida,Openinfra,NY,or:electric_substation:15142
Whippany,230.0,230.0,Jersey Central Power & Lt Co,In Service,Substation,40.819502,-74.380085,Morris,Estimated,NJ,or:electric_substation:1516
Fort Drum 2,115.0,115.0,NOT AVAILABLE,In Service,Substation,44.036177,-75.771535,Jefferson,Not Available,NY,or:electric_substation:15178
Franconia,69.0,69.0,PPL Electric Utilities Corp,In Service,Substation,40.296755,-75.343137,Montgomery,Estimated,PA,or:electric_substation:15211
Flat Rock,115.0,115.0,NOT AVAILABLE,In Service,Tap,44.269942,-75.197075,St. Lawrence,Not Available,NY,or:electric_substation:15226
Station 69,115.0,115.0,Rochester Gas & Electric Corp,In Service,Substation,43.265069,-77.695807,Monroe,Estimated,NY,or:electric_substation:1524
Hudson Falls Hydroelectric Project,34.0,34.0,NOT AVAILABLE,In Service,Substation,43.295612,-73.594406,Saratoga,Not Available,NY,or:electric_substation:15245
Unknown171855,69.0,69.0,PPL Electric Utilities Corp,In Service,Substation,40.293925,-75.337228,Montgomery,Estimated,PA,or:electric_substation:15279
Little River,115.0,115.0,NOT AVAILABLE,In Service,Substation,44.587194,-75.177826,St. Lawrence,Not Available,NY,or:electric_substation:15308
Amoco South Foster,115.0,115.0,NOT AVAILABLE,In Service,Substation,42.111612,-75.976021,Broome,Not Available,NY,or:electric_substation:15314
Tap171856,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.294383,-75.336997,Montgomery,Not Available,PA,or:electric_substation:15348
Trenton Falls,,,NOT AVAILABLE,In Service,Substation,43.27481,-75.158076,Oneida,Not Available,NY,or:electric_substation:15375
Tap171857,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.294267,-75.33687,Montgomery,Not Available,PA,or:electric_substation:15414
Pierce Brook,,,First Energy,Under Construction,Substation,41.842216,-78.409231,McKean,Openinfra,PA,or:electric_substation:1542
Tap144396,46.0,46.0,NOT AVAILABLE,In Service,Tap,43.108154,-75.201339,Oneida,Not Available,NY,or:electric_substation:15449
Tap171858,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.294028,-75.300041,Montgomery,Not Available,PA,or:electric_substation:15482
Riser174342,115.0,115.0,NOT AVAILABLE,Not Available,Riser,42.533939,-70.938335,Essex,Not Available,MA,or:electric_substation:15499
Station 71,115.0,115.0,Rochester Gas & Electric Corp,In Service,Substation,43.278429,-77.750668,Monroe,Estimated,NY,or:electric_substation:1552
Tap171859,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.294129,-75.299995,Montgomery,Not Available,PA,or:electric_substation:15548
Unknown144397,,,NOT AVAILABLE,In Service,Substation,43.112241,-75.191783,Oneida,Not Available,NY,or:electric_substation:15606
Tap171860,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.282303,-75.321197,Montgomery,Not Available,PA,or:electric_substation:15619
Grass River,115.0,115.0,NOT AVAILABLE,In Service,Substation,44.973449,-74.778316,St. Lawrence,Not Available,NY,or:electric_substation:15638
Tap171861,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.282365,-75.321205,Montgomery,Not Available,PA,or:electric_substation:15687
Tap144398,46.0,46.0,NOT AVAILABLE,In Service,Tap,43.098215,-75.192674,Oneida,Not Available,NY,or:electric_substation:15688
Reynolds,115.0,115.0,NOT AVAILABLE,In Service,Substation,44.98014,-74.751739,St. Lawrence,Not Available,NY,or:electric_substation:15700
Hatfield Packing,69.0,69.0,NOT AVAILABLE,In Service,Substation,40.267648,-75.326416,Montgomery,Not Available,PA,or:electric_substation:15757
Unknown144399,46.0,46.0,NOT AVAILABLE,In Service,Substation,43.099025,-75.19528,Oneida,Not Available,NY,or:electric_substation:15762
Station 70,115.0,115.0,Rochester Gas & Electric Corp,In Service,Substation,43.219454,-77.75189,Monroe,Estimated,NY,or:electric_substation:1580
Tapping Gti,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.974202,-76.602886,Montour,Not Available,PA,or:electric_substation:15824
Frankfort Station 677,46.0,46.0,NOT AVAILABLE,In Service,Substation,43.044872,-75.082168,Herkimer,Not Available,NY,or:electric_substation:15832
Cmpbltwn,70.0,70.0,Metropolitan Edison Co,In Service,Substation,40.290321,-76.587795,Lebanon,Estimated,PA,or:electric_substation:15884
S_Milton,69.0,69.0,PPL Electric Utilities Corp,In Service,Substation,41.008352,-76.860889,Northumberland,Estimated,PA,or:electric_substation:15893
Unknown144405,,,NOT AVAILABLE,In Service,Substation,43.085069,-75.181066,Herkimer,Not Available,NY,or:electric_substation:15915
North Cornwall,,,Met-Ed,In Service,Substation,40.299796,-76.410159,Lebanon,Openinfra,PA,or:electric_substation:15939
South Milton,69.0,69.0,NOT AVAILABLE,In Service,Tap,41.007921,-76.859728,Northumberland,Not Available,PA,or:electric_substation:15961
Marcy,,,NOT AVAILABLE,In Service,Tap,43.21989,-75.069415,Herkimer,Not Available,NY,or:electric_substation:15987
Riser174340,,,NOT AVAILABLE,Not Available,Riser,42.533912,-70.939135,Essex,Not Available,MA,or:electric_substation:15991
Alcoame,70.0,70.0,Met-Ed,In Service,Substation,40.293229,-76.37442,Lebanon,Openinfra,PA,or:electric_substation:15999
Cheroke1,69.0,69.0,NOT AVAILABLE,In Service,Substation,40.962406,-76.643838,Northumberland,Not Available,PA,or:electric_substation:16030
Owensill,69.0,69.0,NOT AVAILABLE,In Service,Substation,41.285822,-75.77614,Luzerne,Not Available,PA,or:electric_substation:16047
Poland Crcc,,,NOT AVAILABLE,In Service,Substation,43.224771,-75.062889,Herkimer,Not Available,NY,or:electric_substation:16063
Spencerport,115.0,115.0,NOT AVAILABLE,In Service,Substation,43.191848,-77.799486,Monroe,Not Available,NY,or:electric_substation:1608
ALTP 1,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.454292,-76.446071,Oswego,Not Available,NY,or:electric_substation:16083
Fayetteville District,69.0,69.0,NOT AVAILABLE,In Service,Substation,40.881993,-76.786764,Northumberland,Not Available,PA,or:electric_substation:16098
Unknown172712,,,NOT AVAILABLE,In Service,Substation,41.285788,-75.775515,Luzerne,Not Available,PA,or:electric_substation:16109
Prospect,,,NOT AVAILABLE,In Service,Substation,43.290738,-75.14624,Herkimer,Not Available,NY,or:electric_substation:16147
Wine Creek Station,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.455509,-76.446427,Oswego,Not Available,NY,or:electric_substation:16159
Reed,69.0,69.0,PPL Electric Utilities Corp,In Service,Substation,40.867012,-76.588137,Northumberland,Estimated,PA,or:electric_substation:16167
